original_id,wiki_id,wiki_name,match_score
1776,Q43874,Eddie Murphy,0.33333333333333
1787,Q4859116,Barbara M. Watson,0.5
1777,Q10800352,Ngô Lợi,0.5
1767,Q6043151,Ashraf Ghorbal,0.5
1768,Q56561015,,0.5
1764,Q1527673,Phillip Burton,0.5
1763,Q61090161,,0.5
1765,Q208355,Joaquim Chissano,0.5
1769,Q6260581,John Thomas Idlet,0.5
1811,Q5083230,Charles W. Maynes,0.5
1814,Q911074,Yitzhak Moda'i,0.5
1815,Q23023712,Jorge Müller Silva,0.5
1818,Q1399304,Michael O'Kennedy,0.5
1825,Q3099714,Justin Trudeau,0.5
1821,Q5437866,Fatima Siad,0.16666666666667
1822,Q106513,Richard Sonnenfeldt,0.33333333333333
1823,Q8005,Josep Tarradellas i Joan,0.5
1824,Q6214181,Robert Toth,0.5
1827,Q6144710,Nobuhiko Ushiba,0.5
1828,Q16145851,Barbara Watson,0.5
1829,Q10886643,Yu Teng-fa,0.5
1813,Q164535,Mobutu Sese Seko,0.5
1808,Q7329352,Richard T. Kennedy,0.5
1789,Q295790,Carlos Andrés Pérez,0.5
1790,Q718245,Louis Lansana Beavogui,0.5
1791,Q6279,Joe Biden,0.5
1792,Q172083,Omar Bongo,0.33333333333333
1793,Q155764,Robert Brown,0.5
1795,Q7945355,"W. Beverly Carter, Jr.",0.5
1794,Q1706385,"Joseph A. Califano, Jr.",0.5
1803,Q28962325,Sumner Gerard,0.5
1799,Q338030,Maphevu Dlamini,0.5
1805,Q34479,Hirohito,1.0
1804,Q310886,Hissène Habré,0.5
1801,Q272076,Dean Koontz,0.5
1800,Q487723,Anatoly Dobrynin,0.25
1860,Q6135277,James H. Scheuer,0.5
1852,Q1954907,Robert Novak,0.5
1853,Q24573099,Bruce D. Patterson,0.25
1854,Q881892,Russell W. Peterson,0.5
1855,Q1226051,Dimitris Reppas,0.33333333333333
1856,Q309816,Richard Roberts,0.33333333333333
1857,Q21607421,David August Rosenthal,0.090909090909091
1858,Q367010,Francisco de Sá Carneiro,0.5
1859,Q1334578,William B. Saxbe,0.5
1861,Q456527,Mitchell Sharp,0.5
1864,Q214367,Adolfo Suárez,0.5
1865,Q16059548,Frank Thompson,0.5
1866,Q332055,Omar Torrijos,0.25
1867,Q246716,Bob Wilson,0.5
1868,Q2776506,Sidney R. Yates,0.5
1851,Q81144,Petar Mladenov,0.5
1835,Q6224082,John Bushnell,0.5
1831,Q269039,Hugo Banzer,0.5
1830,Q9139969,Adam Maria Szymski,0.5
1836,Q26255250,Ping-Ping Chen,0.5
1837,Q289584,Étienne Davignon,0.33333333333333
1838,Q1451097,François Lefebvre de Laboulaye,0.5
1833,Q162708,Jean-Bedel Bokassa,0.5
1840,Q7577189,Spike Dykes,0.5
1842,Q919448,Gary Hart,0.5
1844,Q6760877,Mari-Luci Jaramillo,0.5
1845,Q7327004,Richard Kaufman,0.5
1846,Q44366,Kim Chi-Ha,0.5
1847,Q5298504,Dorothy Layton,0.5
1907,Q880335,Policarpo Paz García,0.5
1911,Q9200,Paulus von Tarsus,0.5
1910,Q7299845,Raúl Sáez,0.5
1908,Q2566177,Juan Pereda,0.5
1906,Q345385,Moktar Ould Daddah,0.5
1905,Q27995841,John Newhouse,0.5
1913,Q380668,Shehu Shagari,0.5
1923,Q56042537,,0.090909090909091
1914,Q18397421,Patrick Shaw,0.5
1915,Q5760636,Hikmat al-Shihabi,0.5
1920,Q2457300,Trần Đình Hoan,0.11111111111111
1921,Q1066305,Charles Van Doren,0.5
1899,Q1385357,James Thomas Lynn,0.5
1924,Q981844,Ebrahim Yazdi,0.5
1925,Q981844,Ebrahim Yazdi,0.5
1926,Q5490549,Frank Zarb,0.5
1927,Q200499,Muhammad Zia-ul-Haq,0.5
1900,Q45905764,Graham Martin,0.5
1918,Q13894,Richard Strauss,0.5
1883,Q313531,Juan María Bordaberry,0.5
1872,Q3160893,James E. Akins,0.5
1873,Q57555,Sabah Al-Ahmad Al-Jaber Al-Sabah,0.5
1875,Q736289,Ernesto Melo Antunes,0.5
1877,Q5274594,Diego C. Asencio,0.5
1879,Q6293009,José Manuel García Bedoya,0.5
1880,Q1335058,Griffin Bell,0.5
1882,Q16018988,Richard J. Bloomfield,0.5
1874,Q1349404,John Anderson,0.5
1896,Q12488461,Kaharuddin Nasution,0.33333333333333
1893,Q1361114,"Thomas S. Gates, Jr.",0.5
1892,Q1383799,John Gardner,0.5
1894,Q12609621,William Henry Gleysteen,0.5
1890,Q314312,Michel Fokine,0.33333333333333
1889,Q82593,José María Figueres Olsen,0.5
1886,Q5301748,Douglas M. Costle,0.5
1951,Q26924824,Patrick Moberly,0.5
1959,Q4058284,Azeredo da Silveira,0.5
1954,Q39073776,George Papadopoulos,0.5
1955,Q252657,Georgios Rallis,0.5
1958,Q442464,Hjalmar Siilasvuo,0.33333333333333
1960,Q1026663,Gerard C. Smith,0.5
1962,Q983528,Louis Stokes,0.5
1963,Q12483574,Gatot Suherman,0.5
1964,Q15486156,Irene Thomas,0.5
1966,Q10834006,Vương Văn Bắc,0.5
1967,Q3503484,Frank Walus,0.5
1968,Q7459238,Seymour Weiss,0.5
1948,Q380909,Manea Mănescu,0.5
1936,Q7421679,Sara L.M. Davis,0.2
1930,Q23613030,Jane Bissell Grabhorn,0.5
1931,Q1122967,Hugo Blanco,0.5
1933,Q12200303,P. J. Byrne,0.5
1929,Q477373,Robert Barry,0.5
1943,Q66107,Henry Kissinger,0.5
1945,Q3807785,Jeff Long,0.5
1944,Q2634288,William Lehman,0.5
1946,Q705460,Fernando Romeo Lucas García,0.5
1941,Q6140785,James P. Grant,0.5
1940,Q155385,Gnassingbé Eyadéma,0.5
1939,Q1239102,Don Edwards,0.5
1991,Q881892,Russell W. Peterson,0.5
1992,Q326308,William Mitchell Ramsay,0.5
1994,Q1384543,Theodore Robinson,0.25
1995,Q963898,Dan Rostenkowski,0.5
2000,Q4352385,Wilhelm Wachtmeister,0.5
1997,Q1612559,Hermann Schacht,0.5
1998,Q470950,Edward Seaga,0.5
1999,Q10371057,Shigeaki Ueki,0.5
2002,Q910302,Paul Graham Wilson,0.5
1987,Q7412007,Samuel Lewis,0.5
1988,Q16010974,John M. Lynch,0.5
1969,Q238046,Ahmed Hassan al-Bakr,0.5
1986,Q31801704,Mitchell P. Kobelinski,0.5
1977,Q5301748,Douglas M. Costle,0.5
1985,Q8014044,William Kintner,0.5
1974,Q708795,Ramsey Clark,0.5
1975,Q7781744,Theodore Cooper,0.5
1978,Q7965401,Walter L. Cutler,0.5
1980,Q48337,Morgan Freeman,0.33333333333333
1983,Q63827,Babrak Karmal,0.5
1984,Q11518942,Arika Kimura,0.33333333333333
1979,Q53721,Thorbjörn Fälldin,0.5
2041,Q244395,Seán MacBride,0.5
2033,Q156806,Konstantinos Karamanlis,0.5
2037,Q1371282,José López Rega,0.5
2034,Q44366,Kim Chi-Ha,1.0
2032,Q42296957,William H. Jordan,0.5
2044,Q2094491,Tip O'Neill,0.5
2047,Q3783448,Harold Rosenthal,0.5
2050,Q6144913,James W. Spain,0.5
2051,Q7363350,Romuald Spasowski,0.5
2055,Q129399,Charles W. Whalen,0.5
2056,Q4261785,Widjojo Nitisastro,1.0
2031,Q15511929,John Granger,0.5
2004,Q42390501,Blanca Acosta,0.5
2006,Q7517560,Simeon Aké,0.5
2007,Q6836265,Michel Alladaye,0.5
