original_id,wiki_id,wiki_name,match_score
874,Q4766663,Ann Schein Carlyss,0.5
873,Q9960,Ronald Reagan,0.5
871,Q960207,James Murray,0.5
870,Q887011,Kjell Eugenio Laugerud García,0.5
868,Q305776,Abba Eban,0.5
866,Q1470575,Jack Brooks,0.5
881,Q2579582,William Kelley,0.5
885,Q249244,Sidney Dillon Ripley,0.5
882,Q16054218,Adolfo Molina Orantes,0.5
883,Q313707,Nguyen Van Thieu,1.0
879,Q704418,Robert A. Good,0.5
878,Q315979,Malcolm Fraser,0.5
876,Q25260,Gendün Drub,0.33333333333333
887,Q3489137,Bohuslav Chňoupek,0.5
888,Q7345617,Robert Hormats,0.5
894,Q80596,Arthur Miller,0.2
896,Q16090597,Donald R. Toussaint,0.5
895,Q337799,S. Rajaratnam,0.5
892,Q12230458,Francis Deng,0.5
893,Q4570119,Arthur W. Hummel,0.5
890,Q131725,Joan Baez,0.5
903,Q5386338,Eric D. Green,0.5
908,Q1935952,Milton A. Wolf,0.5
907,Q196401,William Walker,0.5
906,Q1066817,Yuwen Huaji,0.5
905,Q12231655,Faisal bin Turki I bin Abdulaziz Al Saud,0.33333333333333
899,Q131355,Zulfiqar Ali Bhutto,0.5
901,Q203046,Eric Gairy,0.5
898,Q346761,"John, Duke of Berry",0.5
897,Q1820456,Les Aspin,0.5
918,Q455293,Georgios Mavros,0.5
926,Q15052273,William Howard Wriggins,0.5
925,Q3247079,Russell E. Train,0.5
924,Q4985101,Budiman Sudjatmiko,0.5
922,Q16747078,Farhad Sepahbody,0.5
920,Q1542901,James B. Pearson,0.5
921,Q928833,Stephen M. Schwebel,0.5
917,Q740733,Allan MacEachen,0.5
915,Q403740,Mustafa Khalil,0.5
914,Q19628748,Cledwyn Hughes,0.5
912,Q5868556,Frank Walton Gould,0.5
911,Q699801,Sigvard Eklund,0.5
910,Q283357,David R. Bowen,0.5
916,Q40715,Jennifer Lopez,0.5
931,Q1543291,Granville Redmond,0.5
934,Q8038977,Wu Teh Yao,0.5
932,Q336884,António de Spínola,0.5
930,Q7341736,Robert B. Oakley,0.5
929,Q23303228,Lee McCoy,0.5
945,Q399235,Patsy Mink,0.5
944,Q41117,Kim Il-sung,0.5
941,Q1347953,Leabua Jonathan,0.5
940,Q307490,Abdessalam Jalloud,0.5
939,Q106235,Hans-Dietrich Genscher,0.5
938,Q20036754,Ed Daly,0.5
936,Q321956,Orlando Bosch,0.5
935,Q945708,Don Bonker,0.5
964,Q6147652,Fumihiko Tōgō,0.5
963,Q324719,Strom Thurmond,0.5
962,Q134165,Oscar Niemeyer,0.5
961,Q6397922,Kewal Singh,0.5
960,Q16007872,Nicholas Shadrin,0.5
958,Q102319,Hermann Schäufele,0.33333333333333
955,Q380406,François-Xavier Ortoli,0.5
954,Q2094491,Tip O'Neill,0.5
949,Q42283601,"Sir Patrick James Graham Blake, 5th Baronet",0.5
984,Q5490549,Frank Zarb,0.5
983,Q211029,Edward O. Wilson,0.25
982,Q311431,Juan Velasco Alvarado,0.5
980,Q273866,Abulhassan Banisadr,0.5
979,Q41664309,Virginia Evelyn Ross,0.5
978,Q4394773,Kuaima Riruako,0.5
977,Q3429656,Ivan Popov,0.5
976,Q186525,Julius Nyerere,0.5
974,Q14948747,Alonzo L. McDonald,0.5
968,Q521696,Claude Cheysson,0.5
967,Q188978,Kostas Karamanlis,0.5
965,Q182580,Shirley Temple,0.5
969,Q7962237,Walker Connor,0.5
970,Q722527,Sadegh Ghotbzadeh,0.5
971,Q962090,Geir Hallgrímsson,0.5
972,Q942027,Samuel Ichiye Hayakawa,0.5
1000,Q1902743,Marshall D. Shulman,0.5
999,Q997,Andrei Sakharov,0.5
994,Q573515,Anthony Lake,0.5
997,Q41050675,Yuriy Orlov,0.5
996,Q2354795,Ricardo Noir,0.043478260869565
995,Q214762,Lien Deyers,0.125
993,Q41570,Hua Guofeng,1.0
991,Q689964,Prince Hassan bin Talal,0.5
990,Q24700062,Wilhelm von Doering,0.5
988,Q518861,Frank Carlucci,0.5
987,Q360471,Vladimir Bukovsky,0.5
986,Q10742666,Bích Liên,0.5
985,Q736289,Ernesto Melo Antunes,0.5
992,Q58333034,,0.5
1007,Q656035,Michael Crawford,0.5
1010,Q356957,Julio César Turbay Ayala,0.5
1009,Q7648416,Susan Starr,0.5
1008,Q7364958,Ronald I. Spiers,0.5
1006,Q2077718,Peter Ramsbotham,0.5
1005,Q5043130,Carlyle E. Maw,0.5
1004,Q961159,Edem Kodjo,0.5
1002,Q5246338,Jonathan Bates,0.5
1019,Q1741163,Kifle Wodajo,1.0
1026,Q2620782,Al Ullman,0.5
1025,Q57331,Qaboos bin Said al Said,0.2
1024,Q5234552,David H. Popper,0.5
1023,Q374949,Andrew Peacock,0.5
1022,Q49880349,Pao-Yang Chen,0.5
1021,Q16758,Ed O'Neill,0.25
1020,Q177681,Thomas Hunt Morgan,0.5
1027,Q949514,Jim Wright,0.5
1018,Q5217300,Daniel Goldman,0.5
1015,Q313598,Chiang Ching-kuo,0.5
1014,Q983721,William J. Casey,0.5
1013,Q6299193,Juan Carlos Blanco,0.5
1012,Q118725,Hafiz al-Assad,0.5
1011,Q1262628,Habib Achour,0.5
1017,Q1425313,Garret FitzGerald,0.5
1033,Q21608841,Benjamin Shultz,0.5
1035,Q162900,Charles Thomson Rees Wilson,0.5
1034,Q313424,Ian Smith,0.5
1032,Q24582851,William Richardson,0.5
1031,Q115909,Carl Meissner,0.5
1029,Q1703107,Jonathan Brewster Bingham,0.5
1028,Q62206,Egon Bahr,0.5
1045,Q937096,John Martin,0.16666666666667
1053,Q76510,Christian Wolff,0.2
1052,Q23333,Gough Whitlam,0.5
1051,Q332055,Omar Torrijos,0.5
1050,Q1034290,Swaran Singh,0.5
1049,Q5764824,Charles Budd Robinson,0.5
1047,Q3734991,Thomas Ellsworth Morgan,0.5
1040,Q963893,Ronnie Barker,0.5
1044,Q381681,Jack Lynch,0.5
1043,Q1385418,Russell Billiu Long,0.5
1041,Q5294476,Donald Hamilton Fraser,0.5
1039,Q16574,Chiang Kai-shek,1.0
1038,Q3272330,M'hamed Boucetta,0.5
1067,Q9253578,Emil Wojtaszek,0.5
1063,Q43133965,Roy Martell Mason,0.5
1061,Q4731144,Allard K. Lowenstein,0.5
1060,Q379203,Khieu Samphan,1.0
1058,Q282519,Joseph Nanven Garba,0.5
1057,Q4120043,Hoang Thi Cuc,0.5
1054,Q1226139,Dimče Belovski,0.5
1059,Q6751844,Mansour Khalid,0.5
1076,Q954329,Jacobo Timerman,0.5
1074,Q11348086,Richard Wilson Petree,0.5
1073,Q3441769,Ronni Moffitt,0.5
1071,Q19943,Juan Carlos I.,0.33333333333333
1070,Q1441413,Francis Blanchard,0.5
1069,Q118725,Hafiz al-Assad,0.5
1068,Q6914890,Morton I. Abramowitz,0.5
1086,Q311798,Yaafar al-Numeiry,0.5
1092,Q231417,Barbara Walters,0.5
1091,Q283884,Paul Tsongas,0.5
1090,Q336212,William R. Tolbert junior,0.5
1089,Q7349510,Robert S. Smith,0.5
1087,Q1683691,William J. Porter,0.5
1080,Q8005756,William Bowdler,0.5
1085,Q342474,Marcos Roberto Silveira Reis,0.25
1084,Q4665387,Abdul Hameed Khan,0.5
1083,Q107957,Alexander Haig,0.5
1082,Q5883014,Gonzalo Facio Segreda,0.33333333333333
1081,Q9682,Elisabetta II del Regno Unito,0.5
1078,Q59259,Michael Bay,0.043478260869565
1077,Q34211,Yasser Arafat,0.5
1101,Q955218,James A. McClure,0.5
1104,Q10886643,Yu Teng-fa,0.5
1103,Q773635,Max van der Stoel,0.5
1102,Q483672,Ali Abdullah Saleh,0.5
1100,Q371186,Oswaldo López Arellano,0.5
1098,Q6095763,Turan Güneş,0.5
1097,Q184267,Andrei Gromyko,0.5
1096,Q215043,Oskar Fischer,0.5
1094,Q1259964,Ali Latif,0.5
1099,Q311413,Li Xiannian,0.5
1114,Q9588,Richard Nixon,0.5
1121,Q5082305,Charles Sheldon Whitehouse,0.5
1120,Q26242994,Frank Weil,0.33333333333333
1118,Q6101448,Raúl Sapena Pastor,0.5
1117,Q2185,Georges Pompidou,0.33333333333333
1116,Q9368726,Viktoras Petkus,0.5
1115,Q16975,Paul VI.,0.5
1113,Q320156,Benjamin Mkapa,0.5
1112,Q2501353,Lon Non,1.0
1110,Q3703034,David Henderson,0.5
1109,Q1856944,Robert Drinan,0.5
1107,Q23685,Jimmy Carter,0.5
1130,Q465617,Tom Harkin,0.5
1136,Q128245,Mohammad Reza Pahlavi,0.5
1135,Q6068416,Ahmet Gündüz Ökçün,0.5
1134,Q27851523,Nguyễn Minh Tam,0.5
1132,Q2455115,Aboud Jumbe,0.5
1131,Q742189,Piotr Jaroszewicz,0.5
1129,Q602428,Antonio Guzmán Fernández,0.5
1125,Q15992938,William B. Edmondson,0.5
1124,Q1706385,"Joseph A. Califano, Jr.",0.5
1123,Q164995,Enrico Berlinguer,0.5
1128,Q979254,Raymundo Gleyzer,0.5
1154,Q19002102,Alvaro Astolpho da Silveira,0.5
1152,Q3014562,Daniel Pollack,0.5
1153,Q278656,David Scott,0.5
1155,Q2259022,Maximilian Spinola,0.5
1148,Q146906,Hussein I.,0.25
1149,Q153509,Makarios III,0.5
1158,Q368192,John Anthony Volpe,0.5
1147,Q75866,Rudolf Hess,0.5
1141,Q8003915,William A. Brown,0.5
1146,Q2578196,William C. Hayes,0.5
1137,Q314688,Chadli Bendjedid,0.5
1139,Q57732735,,0.5
1140,Q7345844,Robert J. Brown,0.5
1143,Q318505,Pierre Amine Gemayel,0.5
1170,Q345531,William Averell Harriman,0.5
1178,Q2860731,Ardeshir Zahedi,0.5
1177,Q19849414,Wu Chi-ming,0.5
1176,Q697939,Wang Yung-ching,0.5
1175,Q6793651,Mauricio Solaún,0.5
1174,Q920324,Michele Sindona,0.5
1173,Q42013,Anwar as-Sadat,0.5
1172,Q315613,José López Portillo,0.5
1171,Q5812812,Domingo Laino,0.5
1167,Q1239153,Don Fuqua,0.5
1166,Q167345,Jens Evensen,0.5
1165,Q2058786,Paul Bamela Engo,0.5
1164,Q5293990,Donald B. Easum,0.33333333333333
1163,Q1181113,Dean O'Banion,0.5
1161,Q765165,Leonid Brezhnev,0.5
1187,Q191375,Sheikh Mujibur Rahman,0.5
1193,Q3535919,William vanden Heuvel,0.5
1191,Q4028,Paul Simon,0.5
1190,Q974619,Sanya Dharmasakti,0.5
1189,Q1103401,Benjamin Stanley Rosenthal,0.5
1188,Q5543771,George Reedy,0.5
1194,Q611890,Antônio Conselheiro,0.5
1181,Q312961,John Franklin Enders,0.5
1185,Q16066968,"George W. Lane, Jr.",0.33333333333333
1182,Q984174,Lee H. Hamilton,0.5
1183,Q369632,Ed McBain,0.5
1184,Q359540,Robert Hunter,0.5
1204,Q1374575,Holden Roberto,0.5
1212,Q131285,John Williams,0.25
1211,Q2065240,William Turner Thiselton-Dyer,0.5
1209,Q3088761,Chōzaburō Tanaka,0.33333333333333
1207,Q319824,Charan Singh,0.5
1205,Q79025,Walter Scott,0.25
1203,Q19878,Muammar al-Gaddafi,0.5
1202,Q153509,Makarios III,1.0
1200,Q66851,Wilhelm Haferkamp,0.5
1199,Q184267,Andrei Gromyko,0.5
1198,Q49237,Leo X.,0.5
1197,Q5946444,José de la Puente Radbill,0.5
1221,Q16014414,Julius Katz,0.5
1228,Q6812687,Melissa F. Wells,0.5
1224,Q60310988,,0.5
1220,Q1651726,Wayne Hays,0.5
1217,Q1287554,John Danforth,0.5
1215,Q5232417,David Clements,0.33333333333333
1214,Q62988,W. Michael Blumenthal,0.5
1241,Q5726568,Henry Owen,0.5
1242,Q1233,Sandro Pertini,0.5
1247,Q1586255,Harrison A. Williams,0.5
1244,Q50599,Ted Stevens,0.5
1245,Q540994,Thiệu Trị,0.25
1238,Q5346629,Edwin M. Martin,0.5
1240,Q914200,John Murphy,0.5
1237,Q50997,Hilla Limann,0.5
1235,Q1376679,Louis de Guiringaud,0.5
1232,Q1365318,Gamani Corea,0.5
1231,Q212286,P. W. Botha,0.5
1230,Q468234,Maurice Bishop,0.5
1229,Q11880937,Mario Biaggi,0.5
1236,Q4710591,Albert Johnson,0.5
1266,Q55098046,,0.5
1264,Q3384437,Pierre Christoph Le Noir,0.5
1265,Q19519594,Lawrence Pezzulo,0.5
1267,Q5076797,Charles Dean,0.5
1268,Q2658030,John Tower,0.5
1269,Q313903,B. J. Vorster,0.5
1259,Q1344225,Rashid Karami,0.5
1260,Q7336146,Kim Dong-Jo,0.5
1263,Q18093829,Robert James Mann,0.5
1258,Q709513,Arthur Goldberg,0.5
1253,Q46809,Raúl Castro,0.5
1257,Q62273310,,0.5
1250,Q936548,John B. Anderson,0.5
1251,Q7651940,Sven Andersson,0.5
1252,Q21932271,Len Campbell,0.5
1254,Q334903,Abu Daoud,0.5
1248,Q313729,Juan Almeida Bosque,0.5
1282,Q305860,Abbas Ali Khalatbari,0.5
1289,Q219086,Mungo Park,0.0625
1287,Q21522115,Vesta Marie Newsom,0.33333333333333
1285,Q1443695,Frank Lupo,0.5
1284,Q18716199,Patrick J. Lucey,0.5
1283,Q1237120,Norman Kirk,0.5
1290,Q312622,Anastasio Somoza García,0.25
1281,Q21165436,Bruce Ernest Kemp,0.5
1275,Q373825,Walter Flowers,0.5
1273,Q505279,Ephraim Evron,0.5
1277,Q12609621,William Henry Gleysteen,0.5
1279,Q469882,Robert Green Ingersoll,0.5
1280,Q59528871,,0.5
1303,Q55809597,,0.5
1311,Q312632,Jack Vance,0.25
1309,Q33923,Simon Petrus,0.5
1308,Q545944,John Richardson,0.25
1304,Q2831,Michael Jackson,0.14285714285714
1301,Q10375449,Sylvia da Silveira de Mello Vargas,0.5
1302,Q375208,Jiří Dienstbier,0.5
1299,Q23139,Barnum Brown,0.16666666666667
1297,Q6111308,Jack Blum,0.5
1296,Q6279,Joe Biden,0.5
1294,Q151763,K. B. Andersen,0.5
1300,Q3511738,Cardiss Collins,0.5
1326,Q55303,John Schlesinger,0.5
1323,Q728490,Guillermo Rodríguez,0.5
1324,Q2399855,"Ted Rowlands, Baron Rowlands",0.5
1325,Q6095801,John A. Scali,0.25
1330,Q16694132,José Alberto Zambrano Velasco,0.5
1322,Q7341736,Robert B. Oakley,0.5
1328,Q3434882,Robert C. Stebbins,0.5
1320,Q469507,Kamisese Mara,0.5
1317,Q310586,Jesse Jackson,0.5
1316,Q5246712,Deane R. Hinton,0.5
1315,Q686723,Finn Olav Gundelach,0.5
1314,Q59628055,,0.5
1313,Q7345838,Robert J. Blackwell,0.5
1312,Q1604941,Henck Arron,0.5
1319,Q313357,Fahri Korutürk,0.5
1351,Q295781,Nikolai Podgorny,0.5
1347,Q956466,Isidoro Malmierca Peoli,0.5
1350,Q10799024,Nguyen Co Thach,1.0
1356,Q17466445,Marvin Weissman,0.5
1353,Q122841,Adlai Stevenson III,0.5
1354,Q2476428,Francisco Villagrán Kramer,0.5
1355,Q196401,William Walker,0.5
1344,Q498745,Barney Kessel,0.5
1345,Q3196693,Kim Chung-tae,0.5
1337,Q3369161,Patricio Carvajal,0.5
1331,Q218863,Ahmad Zia Massoud,0.5
1333,Q2422104,Thomas Ashley,0.5
1334,Q382369,Mehdi Bazargan,0.5
1335,Q92183,Gerhard Beil,0.5
1336,Q216021,Yosef Burg,0.5
1332,Q472131,Robert Anderson,0.5
1340,Q2468387,Mohamed Abdel Ghani el-Gamasy,0.5
1376,Q5498589,Frederick R. Goff,0.5
1372,Q529272,Sangoulé Lamizana,0.5
1373,Q1540068,Robert L. Leggett,0.5
1375,Q1249126,Joel Pritchard,0.5
1377,Q3649515,Alfonso Robelo,0.5
1378,Q8008305,"William E. Schaufele, Jr.",0.5
1371,Q373471,James Day Hodgson,0.5
1369,Q317681,Luis Echeverría Álvarez,0.5
1362,Q3268711,"Harry F. Byrd, Jr.",0.5
1368,Q319079,Bob Dole,0.5
1357,Q644565,Patrick J. Adams,0.5
1360,Q433057,Godfrey Binaisa,0.5
1364,Q2631638,William A. Clark,0.5
1365,Q5344445,Edward Michael Conolly,0.33333333333333
1366,Q324970,John Sherman Cooper,0.5
1367,Q21608894,Manuel da Silva,0.5
1405,Q9029185,J. Stapleton Roy,0.5
1399,Q21151529,Leonard Marks,0.5
1400,Q880056,Juan Alberto Melgar Castro,0.5
1402,Q219256,Andreas Papandreou,0.5
1403,Q1891669,Manuel Pérez Guerrero,0.5
1407,Q16007872,Nicholas Shadrin,0.5
1408,Q1716860,Robert L. F. Sikes,0.5
1409,Q773635,Max van der Stoel,0.5
1410,Q331251,Renaat Van Elslande,0.5
1411,Q604011,Antonio Palomino,0.5
1397,Q209989,Hubert Humphrey,0.5
1398,Q1524616,Gillis William Long,0.5
1406,Q215756,Klaus Schütz,0.5
1396,Q913848,Richard Helms,0.5
1384,Q3276635,Edward Brooke,0.5
1385,Q346685,Warren Earl Burger,0.5
1387,Q881175,Raúl Héctor Castro,0.5
1388,Q250919,Álvaro Cunhal,0.5
1383,Q12876016,Dimitrios Bitsios,0.5
1391,Q1573482,John Egan,0.5
1392,Q5740637,Hermann Eilts,0.5
1394,Q332360,Denis Healey,0.5
1390,Q219728,Abdou Diouf,0.5
1434,Q2866947,Assane Seck,0.5
1429,Q7610061,Stephen Murphy,0.5
1430,Q3431390,Richard FitzNeal,0.5
1431,Q191014,Isabel Martínez de Perón,0.5
1433,Q6326026,William L. Scott,0.5
1439,Q983320,Cesar Virata,0.5
1427,Q1292996,Edward Mezvinsky,0.5
1428,Q5112921,Christopher Murphy,0.5
1414,Q511329,Andrija Artuković,0.5
1415,Q29857031,Alfred Bennison Atherton,0.5
1418,Q5934756,Jorge Cauas,0.5
1416,Q5668968,"Harry G. Barnes, Jr.",0.5
1420,Q18527721,Roy Denman,0.5
1421,Q11904986,Alfredo Guevara,0.5
1422,Q297667,Hassan Gouled Aptidon,1.0
1458,Q6075608,Pieter Johannes Vorster,0.5
1456,Q468538,Karin Söder,0.5
1455,Q360961,Natan Sharansky,0.5
1454,Q714042,Seni Pramot,1.0
1453,Q154545,Léopold Sédar Senghor,0.5
1452,Q947002,Emilio Óscar Rabasa,0.33333333333333
1451,Q1320534,Pham Van Tra,0.5
1449,Q41117,Kim Il-sung,0.5
1447,Q7350545,Robert V. Keeley,0.5
1446,Q7172435,Peter A. Jay,0.5
1445,Q17094177,Berit Haldorsen,0.5
1443,Q145881,Juan Ponce Enrile,0.5
1441,Q12331487,Peter Borre,0.5
1448,Q45785,Kim Dae-jung,0.5
1478,Q6376235,Katharine Price Collier St. George,0.5
1479,Q461553,Dixy Lee Ray,0.5
1480,Q467891,Ray LaHood,0.5
1481,Q17107122,Torstein Sandø,0.5
1482,Q571094,Jean Sauvagnargues,0.5
1483,Q6768453,Mark L. Schneider,0.5
1488,Q3378043,Phan Thi Vang-Anh,0.5
1485,Q360961,Natan Sharansky,0.5
1486,Q379576,Sobhuza II,1.0
1487,Q1077899,Chris van der Klaauw,0.5
1476,Q6069644,Pedro Ojeda Paullada,0.5
1477,Q4981374,Neri Oxman,0.33333333333333
1465,Q550255,J. William Fulbright,0.5
1475,Q3246722,Robert K. Morgan,0.5
1467,Q260218,Trinidad Jiménez,0.5
1463,Q379712,Luis Corvalán,0.5
1460,Q16183609,Ketil Børde,0.5
1466,Q166641,Alexander Ginzburg,0.5
1462,Q1708970,Henry A. Byroade,0.5
1469,Q691411,Arnaud Jacomet,0.5
1473,Q285536,Imelda Marcos,0.5
1474,Q282359,Michel Micombero,0.5
1503,Q11771232,Jessica Katz,0.5
1514,Q3271470,Léonard-Constant Willems,0.5
1511,Q7348241,Robert P. Smith,0.5
1510,Q1797137,Mário Henrique Simonsen,0.5
1509,Q30071272,Richard E. Romano,0.5
1508,Q15486357,Alan Renouf,0.5
1505,Q450984,Henry Cabot Lodge junior,0.5
1512,Q2460277,Leon Sullivan,0.5
1504,Q1044151,Carol Ann Lee,0.5
1501,Q156799,Felipe González,0.5
1493,Q1442594,Jamshid Amouzegar,0.5
1492,Q317778,Fakhruddin Ali Ahmed,0.5
1496,Q8004763,William B. Buffum,0.5
1498,Q2982594,Colin Eglin,0.5
1500,Q3236702,Leslie H. Gelb,0.5
1535,Q5944824,Leif Leifland,0.5
1536,Q552951,Sol Linowitz,0.5
1537,Q6122223,Jagat Singh Mehta,0.5
1548,Q15846277,Bogumił Sujka,0.5
1544,Q461553,Dixy Lee Ray,0.5
1545,Q323417,Abraham A. Ribicoff,0.5
1546,Q316288,Mariano Rumor,0.5
1547,Q45935408,David T. Schneider,0.5
1540,Q2243275,Dirk Mudge,0.5
1522,Q15427309,Charles Gallagher,0.5
1531,Q125143,Otto Kersten,0.5
1515,Q3565005,Wadel Abdelkader Kamougué,0.5
1519,Q6079309,Melih Esenbel,0.25
1521,Q1164977,Dante Fascell,0.5
1523,Q5512357,G. McMurtrie Godley,0.5
1525,Q1391319,Floyd K. Haskell,0.5
1526,Q128967,Edward Heath,0.5
1528,Q596008,Ernest Hollings,0.5
1529,Q5498100,Frederick Irving,0.5
1530,Q21162723,David N. Kennedy,0.5
1524,Q712532,Vasco Gonçalves,0.5
1566,Q10799077,阮唯楨,0.5
1572,Q53733,Ola Ullsten,0.5
1569,Q22947752,Robert M. Sayre,0.5
1570,Q979595,Charles Schultze,0.5
1571,Q3489389,Janez Stanovnik,0.5
1563,Q50812851,,0.5
1564,Q426404,Connie Mulder,0.5
1562,Q15462352,Mike McCormack,0.5
1553,Q562162,Evangelos Averoff,0.5
1561,Q24451685,Logan Paul,0.5
1560,Q105480,Kenneth Kaunda,0.5
1559,Q596008,Ernest Hollings,0.5
1558,Q602428,Antonio Guzmán Fernández,0.5
1557,Q1363756,Paul Goma,0.5
1556,Q981574,Edmund Dell,0.5
1555,Q5896107,Hernán Cubillos,0.5
1554,Q5875972,Hodding Carter,0.5
1552,Q484772,Anderson Luís de Abreu Oliveira,0.16666666666667
1596,Q3562259,John M. Murphy,0.5
1595,Q116630,Francisco Morales Bermúdez,0.5
1594,Q2438226,Toby Moffett,0.5
1590,Q55849196,,0.5
1593,Q3435918,Robert H. Michel,0.5
1598,Q822454,Bernard H. Oxman,0.5
1597,Q10798998,Nguyễn Chánh Sắt,0.5
1604,Q18158001,Chance Sisco,0.2
1599,Q368,Augusto Pinochet,0.5
1602,Q184650,Donald Rumsfeld,0.5
1591,Q35950810,Thomas McIntosh,0.5
1589,Q7668816,T. Vincent Learson,0.5
1579,Q54256572,,0.5
1588,Q529272,Sangoulé Lamizana,0.5
1573,Q21020244,Presciliana Duarte de Almeida,0.5
1574,Q1573524,Hamilton Shirley Amerasinghe,0.5
1577,Q2426851,Thomas R. Byrne,0.5
1584,Q4138621,Aleksandr Samoeilovitsj Ginzboerg,0.5
1585,Q33676220,Chu Ho,0.33333333333333
1631,Q5480803,"Francis E. Meloy, Jr.",0.5
1632,Q670658,George Armitage Miller,0.5
1634,Q2499856,Frederic Moore,0.33333333333333
1635,Q13407950,Ngô Thị Bính,0.5
1636,Q210362,Joseph Nye,0.5
1638,Q468487,Happy Rockefeller,0.5
1639,Q1400609,William V. Roth,0.5
1640,Q688628,"Armistead I. Selden, Jr.",0.5
1642,Q7382914,Ruth Carter Stapleton,0.5
1644,Q2699591,Martina Stoessel,0.5
1646,Q1586255,Harrison A. Williams,0.5
1627,Q5545669,George W. Landau,0.5
1628,Q58217019,,0.5
1608,Q365172,Carlos Arias Navarro,0.5
1616,Q319129,Barry Goldwater,0.5
1625,Q9696,John F. Kennedy,0.5
1607,Q321323,Peter Abrassimov,0.5
1612,Q718256,Forbes Burnham,0.5
1613,Q45698325,Li Jian,0.5
1615,Q2124,Valéry Giscard d'Estaing,0.5
1611,Q162306,Birendra of Nepal,0.5
1617,Q6235940,John Graham,0.5
1620,Q958399,Vance Hartke,0.5
1622,Q233648,Lady Bird Johnson,0.5
1624,Q15052230,Joseph J. Jova,0.5
1618,Q57910445,,0.5
1665,Q21522338,Ikuo Ohira,0.33333333333333
1661,Q16195648,Daniel Lieberman,0.5
1663,Q1442894,F. Bradford Morse,0.5
1664,Q2326652,Thomas P. O'Neill III,0.5
1666,Q6095801,John A. Scali,0.5
1667,Q1716860,Robert L. F. Sikes,0.5
1660,Q41117,Kim Il-sung,1.0
1658,Q5217520,Daniel Horowitz,0.5
1656,Q374960,John J. Gilligan,0.5
1654,Q5497000,Frederic Charles Fraser,0.5
1652,Q706743,Pedro Joaquín Chamorro Cardenal,0.5
1650,Q1668455,Alexander Butterfield,0.5
1649,Q7342351,Robert Brewster Stanton,0.5
1647,Q471787,Shapour Bakhtiar,0.5
1657,Q444106,Patricia Roberts Harris,0.5
1689,Q25929564,Thomas J. Scotes,0.5
1685,Q855252,Bhumibol Adulyadej,0.5
1695,Q59384394,,0.5
1690,Q7405291,Sally Shelton-Colby,0.5
1694,Q3263288,Louis Vignes,0.04
1684,Q2409492,Ahmed Saad Osman,0.5
1682,Q312539,Diosdado Macapagal,0.5
1681,Q202770,Alexei Kosygin,0.5
1671,Q115581,Pierre Aubert,0.5
1672,Q7308591,Reginald Bartholomew,0.5
1673,Q864992,Birch Bayh,0.5
1676,Q5621522,Gustavo Zubieta-Castillo,0.5
1677,Q709453,Frederick Theodore Frelinghuysen,0.5
1679,Q2423000,Carlos García-Bedoya,0.5
1680,Q2128657,Héctor Hurtado,0.5
1721,Q73694,Thomas William Körner,0.5
1715,Q711378,John Moore,0.5
1716,Q56479825,,0.5
1717,Q158707,Pat Nixon,0.5
1719,Q4772195,Anthony C. E. Quainton,0.5
1720,Q57418,Denis Sassou-Nguesso,0.5
1727,Q21665144,Takeshi Yasukawa,0.5
1724,Q23933715,Augustus Oscar van Lennep,0.33333333333333
1725,Q5321716,E. Allan Wendt,0.5
1726,Q17404098,Robert M. White,0.5
1712,Q6835141,Michael W. McConnell,0.5
1714,Q345385,Moktar Ould Daddah,1.0
1711,Q2866586,Ashraf Marwan,0.5
1703,Q311652,John Davis,0.5
1710,Q6902224,Monroe Leigh,0.5
1697,Q4865317,Barthélémy Bisengimana,0.5
1699,Q298789,Santiago Carrillo,0.5
1700,Q270730,Casey Affleck,0.11111111111111
1702,Q345385,Moktar Ould Daddah,0.33333333333333
1696,Q151763,K. B. Andersen,0.5
1706,Q18577390,Tabarak Husain,0.5
1707,Q1875906,Jacob Koppel Javits,0.5
1705,Q363383,Armand Hammer,0.5
1755,Q313258,Dean Rusk,0.5
1748,Q158707,Pat Nixon,0.5
1750,Q19162282,Peter Onu,0.5
1751,Q5490061,"Frank Vincent Ortiz, Jr.",0.5
1752,Q14356,Park Chung-hee,1.0
1753,Q4072989,Ахмад Ритхауддин,0.5
1754,Q709244,Jaime Roldós Aguilera,0.5
1758,Q55796,Peter Ustinov,0.5
1756,Q257928,William Scott,0.5
1757,Q7405291,Sally Shelton-Colby,0.5
1759,Q233289,Atal Bihari Vajpayee,0.5
1760,Q215079,Berndt von Staden,0.5
1761,Q17418825,William H. Williams,0.5
1762,Q167846,Zayed bin Sultan Al Nahyan,0.5
1747,Q468481,Ali Murtopo,0.5
1730,Q1709013,José Ayala Lasso,0.5
1745,Q191999,Robert McNamara,0.5
1736,Q529663,Millicent Fenwick,0.5
1728,Q6286109,Joseph Patrick Addabbo,0.5
1744,Q5233194,David E. McGiffert,0.5
1733,Q12647146,Aivaras Bražinskas,0.5
1734,Q16713577,Dean-Charles Chapman,0.5
1737,Q203843,Alfonso García Robles,0.5
1738,Q1290965,Ibrahim Hassan,0.5
1739,Q712586,Blind Willie Johnson,0.5
1740,Q45785,Kim Dae-jung,1.0
1741,Q443979,Eduard Kuznetsov,0.5
1783,Q16517919,Bill Stewart,0.5
1779,Q545944,John Richardson,0.5
1780,Q4409469,Andrey Sakharov,0.5
1781,Q60206,Ariel Sharon,0.5
